Address,found_address,coordinates,District
"արաբկիր վարչական շրջան, երևան","Armenia, Yerevan, The Administrative District of Arabkir","40.207286,44.50942",Արաբկիր
"նար-դոսի փողոց 34, երևան","Armenia, Yerevan, Nar-Dos Street, 34","40.165128,44.517011",Կենտրոն
"քանաքեռ-զեյթուն վարչական շրջան, երևան","Armenia, Yerevan, The Administrative District of Kanaker-Zeytun","40.211948,44.539738",Քանաքեռ-Զեյթուն
"շարուրի փողոց 3, երևան","Armenia, Yerevan, Sharuri Street, 3","40.14305,44.465286",Շենգավիթ
"արգիշտի փողոց 31, երևան","Armenia, Yerevan, Argishti Street, 36","40.173542,44.498658",Կենտրոն
"eghishe tadevosyan street, երևան","Armenia, Yerevan, Yeghishe Tadevosyan Street Lane","40.143546,44.486657",Շենգավիթ
"սասունցի դավթի փողոց 13, երևան","Armenia, Yerevan, Sasuntsi Davit Street, 13","40.15521,44.514873",Էրեբունի
"նաիրի զարյան փողոց 74b, երևան","Armenia, Yerevan, Nairi Zaryan Street, 74B","40.203573,44.517092",Արաբկիր
"մհեր մկրտչյան փողոց 1, երևան","Armenia, Yerevan, Mher Mkrtchyan Street, 1","40.174486,44.510669",Կենտրոն
"աճառյան փողոց 44, երևան","Armenia, Yerevan, Acharyan Street, 44","40.226995,44.55863",Ավան
"улица абовяна, ереван","Armenia, Yerevan, Abovyan Street","40.184787,44.520137",Կենտրոն
"ամիրյան փողոց 18, yerevan","Armenia, Yerevan, Amiryan Street, 18","40.181756,44.506896",Կենտրոն
"նելսոն ստեփանյան փողոց 3/6, երևան","Armenia, Yerevan, Nelson Stepanyan Street, 3/6","40.199957,44.569823",Նոր Նորք
"մամիկոնյանց փողոց 45, երևան","Armenia, Yerevan, Mamikonyants Street, 45","40.209228,44.509079",Արաբկիր
"դավթաշեն 1-ին թաղամաս 32, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 32","40.223284,44.489307",Դավթաշեն
"տարոնցի փողոցի 1-ին նրբանցք 1, երևան","Armenia, Yerevan, Taronts Street 1st Lane, 1","40.144752,44.483019",Շենգավիթ
"շոպրոնի 1-ին նրբանցք 3, երևան","Armenia, Yerevan, 1st Street 10 alley","40.143436,44.543206",Էրեբունի
"ադոնցի փողոց 2, երևան","Armenia, Yerevan, Adonts Street, 2","40.21053,44.528734",Արաբկիր
"լեփսիուսի փողոց 8, երևան","Armenia, Yerevan, Lepsius Street, 8","40.208808,44.544499",Քանաքեռ-Զեյթուն
"улица багратуняц 11а, ереван","Armenia, Yerevan, Bagratunyats Street, 11A","40.153604,44.480459",Շենգավիթ
"արաբկիր 51 փողոց, երևան","Armenia, Yerevan, Vahagn Davtyan Street, 51","40.203008,44.509528",Արաբկիր
"ադոնցի փողոց 19/4, երևան","Armenia, Yerevan, Adonts Street, 19/4","40.213512,44.51888",Արաբկիր
"քեռու փողոց 35, երևան","Armenia, Yerevan, Qeri Street, 35","40.199764,44.486298",Արաբկիր
"malkhasyants street, yerevan","Armenia, Yerevan, Malkhasyants Street","40.211067,44.507785",Արաբկիր
"կոմիտասի պողոտա 59/7, երևան","Armenia, Yerevan, Komitas Avenue, 59/7","40.207003,44.521098",Արաբկիր
"19-я улица арабкира, ереван","Armenia, Yerevan, Davit Hovhannes Street","40.201913,44.508154",Արաբկիր
"zoravar andranik street, երևան","Armenia, Yerevan, Zoravar Andranik Street","40.175162,44.44573",Մալաթիա-Սեբաստիա
"tumanyan street, երևան","Armenia, Yerevan, Tumanyan Street","40.182996,44.516589",Կենտրոն
"դավթաշենի 10-րդ փողոց, երևան","Armenia, Yerevan, Davtashen 10th Street","40.219193,44.482588",Դավթաշեն
"արշակունյաց պողոտա, yerevan","Armenia, Yerevan, Arshakunyats Avenue","40.148909,44.497751",Շենգավիթ
"սասունցի դավթի փողոց, երևան","Armenia, Yerevan, Sasuntsi Davit Street","40.154741,44.516634",Էրեբունի
"աջափնյակ վարչական շրջան , երևան","Armenia, Yerevan, The Administrative District of Ajapnyak","40.200439,44.461845",Աջափնյակ
"հաղթանակի 2-րդ փողոց 12, երևան","Armenia, Yerevan, Haghtanak 2nd Street, 12","40.184243,44.428204",Մալաթիա-Սեբաստիա
"բաղյան փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Baghyan Street 1st Lane","40.193819,44.567595",Նոր Նորք
"լեոյի փողոց 1, երևան","Armenia, Yerevan, Leo Street, 1","40.180626,44.504471",Կենտրոն
"վերին անտառային փողոց 17/1, երևան","Armenia, Yerevan, Verin Antarayin Street, 17/1","40.196409,44.510184",Կենտրոն
"կորյունի փողոց 1-ին նրբանցք, երևան","Armenia, Yerevan, The Administrative District of Malatia-Sebastia, Nor Yerevan Residential Complex","40.16519,44.436684",Մալաթիա-Սեբաստիա
"սունդուկյան փողոց 10, երևան","Armenia, Yerevan, Sundukyan Street, 10","40.197167,44.495011",Արաբկիր
"նաիրի զարյան փողոց 15, երևան","Armenia, Yerevan, Nairi Zaryan Street, 15","40.204703,44.511531",Արաբկիր
"հունան ավետիսյանի փողոց, երևան","Armenia, Yerevan, Minas Avetisyan 4th Street","40.205819,44.545254",Քանաքեռ-Զեյթուն
"ագաթանգեղոսի փողոց 7, երևան","Armenia, Yerevan, Agatangeghos Street, 7","40.173081,44.512322",Կենտրոն
"վարդաշենի 9-րդ փողոց 74/2, երևան","Armenia, Yerevan, Vardashen 9th Street, 74/2","40.149323,44.54485",Էրեբունի
"զորավար անդրանիկի բ2 թաղամաս, երևան","Armenia, Yerevan, The Administrative District of Malatia-Sebastia, Zoravar Andranik District","40.174135,44.445864",Մալաթիա-Սեբաստիա
"նիզամու փողոց 1, երևան","Armenia, Yerevan, Nizami Street, 1","40.153935,44.48813",Շենգավիթ
"անդրանիկ իոսիֆյան փողոց 7/1, երևան","Armenia, Yerevan, Andranik Iosifyan Street, 7/1","40.212672,44.481716",Դավթաշեն
"mantashyan street lane 4/5, yerevan","Armenia, Yerevan, Mantashyan Street Lane, 6","40.15015,44.490708",Շենգավիթ
"բաշինջաղյան փողոցի 1-ին նրբանցք 24, երևան","Armenia, Yerevan, Bashinjaghyan Street 1st Lane, 24","40.205054,44.465457",Աջափնյակ
"շինարարների փողոց 4, երևան","Armenia, Yerevan, Shinararner Street, 4","40.1928,44.474395",Աջափնյակ
"արցախի պողոտա , երևան","Armenia, Yerevan, Artsakh Avenue","40.1355,44.510229",Էրեբունի
"մարգարյան փողոց 14, երևան","Armenia, Yerevan, Margaryan Street, 14","40.205006,44.473533",Աջափնյակ
"եղիշե թադևոսյան փողոց 14, երևան","Armenia, Yerevan, Yeghishe Tadevosyan Street, 14","40.14398,44.487663",Շենգավիթ
"մազմանյան փողոց 5/1, երևան","Armenia, Yerevan, Mazmanyan Street, 5/1","40.211542,44.467343",Աջափնյակ
"աճառյան փողոց 37/1, երևան","Armenia, Yerevan, Acharyan Street, 37/1","40.229852,44.556456",Ավան
"արմեն գուլակյան փողոց , երևան","Armenia, Yerevan, Armen Gulakyan Street","40.196947,44.501919",Արաբկիր
"սարի թաղ 13-րդ փողոց նրբանցք, երևան","Armenia, Yerevan, Sari Tagh 13th Street Lane","40.164204,44.529507",Էրեբունի
"տիգրան մեծի պողոտա 29, երևան","Armenia, Yerevan, Tigran Mets Avenue, 29","40.169587,44.513804",Կենտրոն
"բաղրամյան պողոտա 42, երևան","Armenia, Yerevan, Baghramyan Avenue, 42","40.192724,44.503761",Արաբկիր
"հովսեփ էմինի փողոց 7, երևան","Armenia, Yerevan, Hovsep Emin Street, 7","40.204751,44.49167",Արաբկիր
"մանանդյանի փողոց 34, երևան","Armenia, Yerevan, Shirak Street, 34","40.147062,44.4603",Շենգավիթ
"արշակունյաց պողոտա 50/2, երևան","Armenia, Yerevan, Arshakunyats Avenue, 50/2","40.147668,44.496062",Շենգավիթ
"nalbandyan street, երևան","Armenia, Yerevan, Nalbandyan Street","40.18148,44.519787",Կենտրոն
"սերո խանզադյան 1-ին նրբ, երևան","Armenia, Yerevan, Sero Khanzadyan Street","40.192228,44.537097",Նորք-Մարաշ
"շարուրի փողոց 33, երևան","Armenia, Yerevan, Sharuri Street, 33","40.139465,44.462178",Շենգավիթ
"մինսկի փողոց 16, երևան","Armenia, Yerevan, Minsk Street, 16","40.173811,44.573856",Նոր Նորք
"սողոմոն տարոնցի փողոց 5, երևան","Armenia, Yerevan, Soghomon Taronts Street, 5","40.145952,44.485741",Շենգավիթ
"շահումյան 1֊ին փողոց, երևան","Armenia, Yerevan, Shahumyan 1st Street 1st Lane","40.166554,44.462816",Մալաթիա-Սեբաստիա
"ալեքսանդր սպենդիարյանի փողոց, երևան","Armenia, Yerevan, Spendiaryan Street","40.187392,44.512358",Կենտրոն
"ղափանցյան փողոց 9, երևան","Armenia, Yerevan, Ghapantsyan Street, 9","40.21752,44.524826",Արաբկիր
"սամվել գևորգյան փողոց, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Samvel Gevorgyan Street","40.218353,44.470963",Դավթաշեն
"չեխովի փողոց 27, երևան","Armenia, Yerevan, Chekhov Street, 27","40.150722,44.477961",Շենգավիթ
"սիսվանի փողոց, երևան","Armenia, Yerevan, Sisvan Street","40.177387,44.493322",Մալաթիա-Սեբաստիա
"արշակունյաց պողոտա 2, երևան","Armenia, Yerevan, Arshakunyats Avenue, 2","40.171013,44.507866",Կենտրոն
"շիրազի փողոց 22, երևան","Armenia, Yerevan, Shiraz Street, 22","40.204579,44.462375",Աջափնյակ
"շիրակի փողոց 1, երևան","Armenia, Yerevan, Shirak Street, շ1","40.146021,44.462349",Շենգավիթ
"հյուսիսային պողոտա 6, երևան","Armenia, Yerevan, Northern Avenue, 6","40.183492,44.514514",Կենտրոն
"մովսես խորենացու փողոց 47/1, երևան","Armenia, Yerevan, Khorenatsi Street, 47/1","40.164232,44.517119",Կենտրոն
"վահրամ փափազյանի 2-րդ նրբանցք 118/1, երևան","Armenia, Yerevan, Sose Street 2nd Lane","40.19435,44.504228",Արաբկիր
"նվեր սաֆարյան փողոց, երևան","Armenia, Yerevan, Nver Safaryan Street","40.211459,44.581294",Ավան
"սարյանի փողոց 18, երևան","Armenia, Yerevan, Saryan Street, 18","40.185545,44.506851",Կենտրոն
"գերցենի փողոց, երևան","Armenia, Yerevan, Gertsen Street","40.202333,44.551408",Քանաքեռ-Զեյթուն
"նորաշեն թաղամաս 19, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 19","40.215406,44.46799",Աջափնյակ
"դուրյան թաղամաս 29, երևան","Armenia, Yerevan, The Administrative District of Avan, Duryan District, 29","40.213822,44.583064",Ավան
"ներքին շենգավիթ 9-րդ փողոց 1, երևան","Armenia, Yerevan, Shahamiryanner Street, 1","40.142567,44.481294",Շենգավիթ
"եղիազարյան փողոց, երևան","Armenia, Yerevan, Yeghiazaryan Street","40.197629,44.469823",Աջափնյակ
"դավթաշեն 3-րդ թաղամաս 6/5, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 3rd Block, 6/5","40.214586,44.49167",Դավթաշեն
"улица раффи, ереван","Armenia, Yerevan, Raffi Street","40.174218,44.447715",Մալաթիա-Սեբաստիա
"վերին շենգավիթի 2-րդ փողոցի 2-րդ փակուղի, երևան","Armenia, Yerevan, Hrachya Acharyan Street 2nd Deadlock","40.226788,44.56199",Ավան
"շիրազի փողոց 34, երևան","Armenia, Yerevan, Shiraz Street, 34","40.206198,44.463175",Աջափնյակ
"վահագն դավթյանի փողոց 51, երևան","Armenia, Yerevan, Park after Vahagn Davtyan","40.205385,44.516921",Արաբկիր
"մամիկոնյանց փողոց 27ա, երևան","Armenia, Yerevan, Mamikonyants Street, 27A","40.208505,44.518044",Արաբկիր
"շարուրի փողոց 15, երևան","Armenia, Yerevan, Sharuri Street, 15","40.140912,44.464217",Շենգավիթ
"լեոնիդ ազգալդյան փողոց 4/1, երևան","Armenia, Yerevan, Leonid Azgaldyan Street, 4/1","40.197374,44.510777",Կենտրոն
"զորավար անդրանիկի փողոց 89, երևան","Armenia, Yerevan, Zoravar Andranik Street, 89","40.171606,44.447095",Մալաթիա-Սեբաստիա
"արգիշտիի փողոց 11/3, երևան","Armenia, Yerevan, Argishti Street, 11/3","40.172006,44.503644",Կենտրոն
"սունդուկյան փողոց 29, երևան","Armenia, Yerevan, Sundukyan Street, 29","40.201045,44.503653",Արաբկիր
"լենինգրադյան փողոց 31, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 31","40.190643,44.467541",Մալաթիա-Սեբաստիա
"սոֆիայի փողոց, երևան","Armenia, Yerevan, Sofia Street","40.139747,44.525671",Էրեբունի
"շիրակի փողոց 2a, երևան","Armenia, Yerevan, Shirak Street, 2A","40.140188,44.469122",Շենգավիթ
"աքսել բակունցի 1-ին նրբանցք 8, երևան","Armenia, Yerevan, 1st Street 10 alley","40.143436,44.543206",Էրեբունի
"գրիբոյեդովի փողոց 58, երևան","Armenia, Yerevan, Griboyedov Street, 58","40.212864,44.514999",Արաբկիր
"մուրացան փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Muratsan Street 1st Lane","40.15208,44.515861",Էրեբունի
"ադոնցի փողոց 17/4, երևան","Armenia, Yerevan, Adonts Street, 17/4","40.211811,44.522033",Արաբկիր
"կիևյան փողոցի 1-ին նրբանցք, երևան","Armenia, Yerevan, Kievyan Street 1st Lane","40.195232,44.486325",Արաբկիր
"կոմիտասի պողոտա 48a, երևան","Armenia, Yerevan, Komitas Avenue, 48A","40.206067,44.512034",Արաբկիր
"գայի պողոտա 2, երևան","Armenia, Yerevan, Gai Avenue, 2","40.202664,44.563867",Նոր Նորք
"հանրապետության փողոց 71, երևան","Armenia, Yerevan, Hanrapetutyan Street, 71","40.1786,44.520101",Կենտրոն
"ulitsa tsaturyana 34, երևան","Armenia, Yerevan, ulitsa Tsaturyana, 34","40.162798,44.518538",Կենտրոն
"կարապետ ուլնեցու փողոց 58/10, երևան","Armenia, Yerevan, Karapet Ulnetsi Street, 58/10B","40.19787,44.535948",Քանաքեռ-Զեյթուն
"ավետ ավետիսյան փողոց 21, երևան","Armenia, Yerevan, Avet Avetisyan Street, 21","40.197415,44.496754",Արաբկիր
"շինարարների փողոց 15/2, երևան","Armenia, Yerevan, Shinararner Street, 15/2","40.195004,44.470469",Աջափնյակ
"գրիբոյեդովի փողոց 19, երևան","Armenia, Yerevan, Griboyedov Street, 19","40.207837,44.513265",Արաբկիր
"leningradyan street, yerevan","Armenia, Yerevan, Kirk Kerkorian Street","40.191236,44.471044",Աջափնյակ
"գրիգոր հասրաթյան փողոց 6, երևան","Armenia, Yerevan, Grigor Hasratyan Street, 6","40.192662,44.463031",Աջափնյակ
"բաշինջաղյան փողոց 1-ին նրբանցք, երևան","Armenia, Yerevan, Fuchik Street 1st Lane","40.200253,44.474925",Աջափնյակ
"աբովյան փողոց 21, երևան","Armenia, Yerevan, Abovyan Street, 21","40.185394,44.520362",Կենտրոն
"կուրղինյան նրբանցք, երևան","Armenia, Yerevan, Kurghinyan Street Lane","40.169876,44.467056",Մալաթիա-Սեբաստիա
"ներքին շենգավիթի 11-րդ փողոց 37/2, երևան","Armenia, Yerevan, Vahram Aristakesyan Street, 37/2","40.137851,44.481914",Շենգավիթ
"մաշտոցի պողոտա 50, երևան","Armenia, Yerevan, Mashtots Avenue, 50","40.189259,44.518053",Կենտրոն
